numero,tipo_registro,nome,compositor,edicao,tonalidade,armadura,compasso,andamento,andamento_figura,andamento_min,andamento_max,voz_violino,oitava_violino,arcadas,ritornello,final,fonte,arquivo,pdf_pagina,observacoes
128,HINO,"Teu filho sou, ó Criador",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,50,
129,HINO,Salvo estou por Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,51,
130,HINO,A minha alma,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,52,
131,HINO,"Ó Senhor glorioso, Deus da perfeição",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,53,
132,HINO,"Eis-me, Senhor, aos Teus pés",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,54,
133,HINO,Quão bom e quão suave é...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,55,
134,HINO,"Teu amor, ó Cordeiro divinal",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,56,
135,HINO,Bendito o Rei que veio do céu!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,57,
136,HINO,Benignidade eterna é a de Deus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,58,
137,HINO,"Senhor, vem selar-nos",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,59,
138,HINO,Louvemos ao bom Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,60,
139,HINO,"Ó Senhor, Tu me conheces",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,62,
140,HINO,Sou feliz,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,63,
141,HINO,"Cristo, o Verbo",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,64,
142,HINO,Ó Pai celestial,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,65,
143,HINO,"Porfiemos, irmãos, por entrar nos céus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,66,
144,HINO,A vida eterna,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,67,
145,HINO,"Pródigo filho, vai!",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,68,
146,HINO,De Deus veio a Luz,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,69,
147,HINO,É bom louvar ao Criador,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,70,
148,HINO,"Louvor a Deus, o Criador",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,71,
149,HINO,"Ó irmãos, por fé louvemos a Jesus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,72,
150,HINO,"Jesus Cristo, meu Senhor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,73,
151,HINO,"Se, de Cristo, o Nome amares",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,74,
152,HINO,Venho à casa do Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,75,
153,HINO,O divinal Cordeiro,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,76,
154,HINO,Terá que renascer,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,77,
155,HINO,"Olha a Cristo, o Redentor",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,78,
156,HINO,Cristo entrou nos céus primeiro,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,79,
157,HINO,Ouve a voz que te convida...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,80,
158,HINO,Meu lar está no céu,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,81,
159,HINO,Deus amou o mundo,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,82,
160,HINO,"""Sou o Caminho, a Verdade e a Vida""",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,83,
161,HINO,Cristo quer salvar,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,84,
162,HINO,Cristo salvou-me,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,85,
163,HINO,Neste mundo de ilusão,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,86,
164,HINO,Louvemos sempre alegres,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,87,
165,HINO,Foi o Senhor Jesus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,88,
166,HINO,A graça inefável de Deus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,89,
167,HINO,Água viva,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,90,
168,HINO,A Palavra do Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,91,
169,HINO,Aos pés de Deus estamos,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,92,
170,HINO,"Pai eternal, envia dos céus...",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,93,
171,HINO,Vida eterna! Vida eterna!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,94,
172,HINO,Um culto santo ao Senhor,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,95,
173,HINO,Para ouvir aqui estamos,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,96,
174,HINO,Vem atender ao Seu chamado,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,97,
175,HINO,O Senhor Jesus te chama,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,98,
176,HINO,"Por Ti vivo, ó Deus potente",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,99,
177,HINO,Eu necessito achegar-me,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_101_a_200.pdf,100,
178,HINO,A Palavra preciosa,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,1,
179,HINO,Trabalhai! Trabalhai!,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,2,
180,HINO,Jesus é a Luz que veio ao mundo...,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,3,
181,HINO,"Só em Cristo, só em Cristo",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,4,
182,HINO,Brevemente retornará Jesus Cristo,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,5,
183,HINO,Cristo Jesus é a Porta dos céus,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,6,
184,HINO,"Nós Te louvamos, por fé, grande Deus",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,7,
185,HINO,Deus mandou Sua Luz,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,8,
186,HINO,"Cristo, Luz do mundo",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,9,
187,HINO,Jesus Cristo habita em nós,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,10,
188,HINO,O Mestre habita em mim,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,12,
189,HINO,Oh! Que preciosa paz,,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,13,
190,HINO,"Amados, não temamos",,órgão,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,,,,soprano,uma oitava acima,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,VALIDAÇÃO NECESSÁRIA,Hinário CCB nº 5,Hinario-CCB-5-orgao_201_a_300.pdf,14,
